sample,datetime,wtemp_a_1,ltemp_a_2,wtrhgt__3,batt_mi_4
563,8/1/2017 12:15,11.8,22.3,14,3.59
564,8/1/2017 12:30,11.8,22.3,14,3.59
565,8/1/2017 12:45,12.1,22.3,14,3.59
566,8/1/2017 13:00,12.1,22.3,13,3.59
567,8/1/2017 13:15,12.1,22.7,13,3.59
568,8/1/2017 13:30,12.5,23.1,12,3.59
569,8/1/2017 13:45,12.5,23.4,12,3.59
570,8/1/2017 14:00,12.5,23.4,12,3.59
571,8/1/2017 14:15,12.5,23.8,11,3.59
572,8/1/2017 14:30,12.5,23.4,11,3.59
573,8/1/2017 14:45,12.1,23.4,11,3.59
574,8/1/2017 15:00,12.1,23.4,10,3.59
575,8/1/2017 15:15,12.1,22.3,10,3.59
576,8/1/2017 15:30,11.8,22,10,3.59
577,8/1/2017 15:45,11.8,21.3,10,3.59
578,8/1/2017 16:00,11.8,20.9,10,3.59
579,8/1/2017 16:15,11.8,21.3,10,3.59
580,8/1/2017 16:30,11.8,21.6,10,3.59
581,8/1/2017 16:45,11.8,22,10,3.59
582,8/1/2017 17:00,11.8,21.6,10,3.59
583,8/1/2017 17:15,11.8,20.9,10,3.59
584,8/1/2017 17:30,11.5,20.2,10,3.59
585,8/1/2017 17:45,11.5,19.5,10,3.55
586,8/1/2017 18:00,11.5,18.5,10,3.55
587,8/1/2017 18:15,11.2,17.8,10,3.55
588,8/1/2017 18:30,11.2,17.1,10,3.55
589,8/1/2017 18:45,11.2,16.5,10,3.55
590,8/1/2017 19:00,11.2,15.8,10,3.55
591,8/1/2017 19:15,10.8,15.1,10,3.55
592,8/1/2017 19:30,10.8,14.8,11,3.55
593,8/1/2017 19:45,10.8,14.5,11,3.55
594,8/1/2017 20:00,10.8,14.1,11,3.55
595,8/1/2017 20:15,10.8,13.8,11,3.55
596,8/1/2017 20:30,10.8,13.5,11,3.55
597,8/1/2017 20:45,10.5,13.1,11,3.55
598,8/1/2017 21:00,10.5,12.8,12,3.55
599,8/1/2017 21:15,10.5,12.8,11,3.55
600,8/1/2017 21:30,10.5,12.5,12,3.55
601,8/1/2017 21:45,10.5,12.1,12,3.55
602,8/1/2017 22:00,10.5,11.8,12,3.55
603,8/1/2017 22:15,10.2,11.5,12,3.55
604,8/1/2017 22:30,10.2,11.2,13,3.55
605,8/1/2017 22:45,10.2,10.8,13,3.55
606,8/1/2017 23:00,10.2,10.5,13,3.55
607,8/1/2017 23:15,10.2,10.5,13,3.55
608,8/1/2017 23:30,10.2,10.2,13,3.55
609,8/1/2017 23:45,10.2,10.2,13,3.55
610,8/2/2017 0:00,9.8,9.8,13,3.55
611,8/2/2017 0:15,9.8,9.8,13,3.55
612,8/2/2017 0:30,9.8,9.5,14,3.55
613,8/2/2017 0:45,9.8,9.5,14,3.55
614,8/2/2017 1:00,9.8,9.2,14,3.55
615,8/2/2017 1:15,9.8,9.2,14,3.55
616,8/2/2017 1:30,9.8,9.2,14,3.55
617,8/2/2017 1:45,9.8,8.9,14,3.55
618,8/2/2017 2:00,9.8,8.9,14,3.55
619,8/2/2017 2:15,9.5,8.9,14,3.55
620,8/2/2017 2:30,9.5,8.5,15,3.55
621,8/2/2017 2:45,9.5,8.5,15,3.55
622,8/2/2017 3:00,9.5,8.2,15,3.55
623,8/2/2017 3:15,9.5,8.2,15,3.55
624,8/2/2017 3:30,9.5,8.2,15,3.55
625,8/2/2017 3:45,9.5,8.2,15,3.55
626,8/2/2017 4:00,9.5,7.9,15,3.55
627,8/2/2017 4:15,9.5,7.9,15,3.55
628,8/2/2017 4:30,9.5,7.9,15,3.55
629,8/2/2017 4:45,9.5,7.9,15,3.55
630,8/2/2017 5:00,9.5,7.9,15,3.55
631,8/2/2017 5:15,9.5,7.9,15,3.55
632,8/2/2017 5:30,9.5,7.9,15,3.55
633,8/2/2017 5:45,9.5,7.5,15,3.55
634,8/2/2017 6:00,9.2,7.5,15,3.55
635,8/2/2017 6:15,9.2,7.5,15,3.55
636,8/2/2017 6:30,9.2,7.5,15,3.55
637,8/2/2017 6:45,9.5,7.9,16,3.55
638,8/2/2017 7:00,9.5,8.2,16,3.55
639,8/2/2017 7:15,9.5,8.2,15,3.55
640,8/2/2017 7:30,9.5,8.5,16,3.55
641,8/2/2017 7:45,9.5,8.9,16,3.55
642,8/2/2017 8:00,9.5,8.9,16,3.55
643,8/2/2017 8:15,9.5,9.2,16,3.55
644,8/2/2017 8:30,9.8,10.2,16,3.55
645,8/2/2017 8:45,9.8,10.8,16,3.55
646,8/2/2017 9:00,9.8,11.5,16,3.55
647,8/2/2017 9:15,10.2,12.5,16,3.55
648,8/2/2017 9:30,10.2,13.5,16,3.55
649,8/2/2017 9:45,10.5,14.8,16,3.55
650,8/2/2017 10:00,10.5,15.5,16,3.55
651,8/2/2017 10:15,10.5,15.8,15,3.55
652,8/2/2017 10:30,10.8,16.8,16,3.55
653,8/2/2017 10:45,11.2,18.5,16,3.55
654,8/2/2017 11:00,11.5,20.6,15,3.55
655,8/2/2017 11:15,11.8,21.6,15,3.59
656,8/2/2017 11:30,11.8,22.7,15,3.59
657,8/2/2017 11:45,11.8,23.1,14,3.59
658,8/2/2017 12:00,11.8,23.4,14,3.59
659,8/2/2017 12:15,11.8,23.8,13,3.59
660,8/2/2017 12:30,11.8,23.4,13,3.59
661,8/2/2017 12:45,11.8,23.1,12,3.59
662,8/2/2017 13:00,11.8,22,12,3.59
663,8/2/2017 13:15,11.5,21.3,12,3.59
664,8/2/2017 13:30,11.5,20.6,11,3.59
665,8/2/2017 13:45,11.5,20.2,11,3.59
666,8/2/2017 14:00,11.5,20.2,11,3.59
667,8/2/2017 14:15,11.8,20.9,10,3.59
668,8/2/2017 14:30,11.8,21.3,10,3.59
669,8/2/2017 14:45,11.5,20.9,10,3.59
670,8/2/2017 15:00,11.5,20.2,10,3.59
671,8/2/2017 15:15,11.5,20.2,10,3.59
672,8/2/2017 15:30,11.5,20.2,10,3.59
673,8/2/2017 15:45,11.5,19.5,9,3.55
674,8/2/2017 16:00,11.5,19.5,9,3.55
675,8/2/2017 16:15,11.5,19.5,9,3.55
676,8/2/2017 16:30,11.2,18.5,9,3.55
677,8/2/2017 16:45,11.2,17.8,9,3.55
678,8/2/2017 17:00,11.2,17.5,9,3.55
679,8/2/2017 17:15,11.2,17.1,9,3.55
680,8/2/2017 17:30,11.2,16.8,9,3.55
681,8/2/2017 17:45,11.2,16.5,9,3.55
682,8/2/2017 18:00,11.2,16.1,9,3.55
683,8/2/2017 18:15,11.2,15.8,9,3.55
684,8/2/2017 18:30,11.2,15.8,9,3.55
685,8/2/2017 18:45,11.2,15.8,10,3.55
686,8/2/2017 19:00,10.8,16.1,10,3.55
687,8/2/2017 19:15,10.8,15.8,10,3.55
688,8/2/2017 19:30,10.8,15.5,10,3.55
689,8/2/2017 19:45,10.8,15.1,10,3.55
690,8/2/2017 20:00,10.8,14.5,10,3.55
691,8/2/2017 20:15,10.8,14.1,10,3.55
692,8/2/2017 20:30,10.5,13.5,11,3.55
693,8/2/2017 20:45,10.5,13.1,11,3.55
694,8/2/2017 21:00,10.5,12.8,11,3.55
695,8/2/2017 21:15,10.5,12.5,11,3.55
696,8/2/2017 21:30,10.5,12.1,11,3.55
697,8/2/2017 21:45,10.5,12.1,11,3.55
698,8/2/2017 22:00,10.5,11.8,11,3.55
699,8/2/2017 22:15,10.2,11.8,11,3.55
700,8/2/2017 22:30,10.2,11.5,11,3.55
701,8/2/2017 22:45,10.2,11.2,11,3.55
702,8/2/2017 23:00,10.2,11.2,12,3.55
703,8/2/2017 23:15,10.2,11.2,12,3.55
704,8/2/2017 23:30,10.2,11.5,12,3.55
705,8/2/2017 23:45,10.2,11.5,12,3.55
706,8/3/2017 0:00,10.2,11.8,12,3.55
707,8/3/2017 0:15,10.2,11.8,12,3.55
708,8/3/2017 0:30,10.2,12.1,12,3.55
709,8/3/2017 0:45,10.2,12.1,12,3.55
710,8/3/2017 1:00,10.2,12.5,12,3.55
711,8/3/2017 1:15,10.2,12.5,12,3.55
712,8/3/2017 1:30,10.2,12.5,13,3.55
713,8/3/2017 1:45,10.2,12.5,13,3.55
714,8/3/2017 2:00,10.2,12.5,13,3.55
715,8/3/2017 2:15,10.2,12.5,13,3.55
716,8/3/2017 2:30,10.2,12.5,13,3.55
717,8/3/2017 2:45,10.2,12.5,13,3.55
718,8/3/2017 3:00,10.2,12.1,13,3.55
719,8/3/2017 3:15,10.2,12.1,13,3.55
720,8/3/2017 3:30,10.2,11.8,13,3.55
721,8/3/2017 3:45,10.2,11.5,14,3.55
722,8/3/2017 4:00,10.2,11.2,14,3.55
723,8/3/2017 4:15,10.2,11.2,14,3.55
724,8/3/2017 4:30,10.2,10.8,14,3.55
725,8/3/2017 4:45,10.2,10.8,14,3.55
726,8/3/2017 5:00,10.2,10.5,14,3.55
727,8/3/2017 5:15,10.2,10.5,15,3.55
728,8/3/2017 5:30,10.2,10.5,15,3.55
729,8/3/2017 5:45,10.2,10.5,16,3.55
730,8/3/2017 6:00,10.2,10.5,16,3.55
731,8/3/2017 6:15,10.2,10.5,16,3.55
732,8/3/2017 6:30,10.2,10.5,16,3.55
733,8/3/2017 6:45,10.2,10.5,16,3.55
734,8/3/2017 7:00,10.2,10.5,17,3.55
735,8/3/2017 7:15,10.2,10.2,16,3.55
736,8/3/2017 7:30,10.2,10.2,16,3.55
737,8/3/2017 7:45,10.2,10.2,16,3.55
738,8/3/2017 8:00,10.2,10.2,16,3.55
739,8/3/2017 8:15,10.2,10.2,16,3.55
740,8/3/2017 8:30,10.2,9.8,16,3.55
741,8/3/2017 8:45,10.2,9.8,16,3.55
742,8/3/2017 9:00,10.2,9.8,16,3.55
743,8/3/2017 9:15,10.2,10.2,16,3.55
744,8/3/2017 9:30,10.2,10.2,15,3.55
745,8/3/2017 9:45,10.2,10.5,15,3.55
746,8/3/2017 10:00,10.2,10.5,15,3.55
747,8/3/2017 10:15,10.2,10.5,15,3.55
748,8/3/2017 10:30,10.2,10.5,16,3.55
749,8/3/2017 10:45,10.2,10.8,15,3.55
750,8/3/2017 11:00,10.2,10.8,15,3.55
751,8/3/2017 11:15,10.2,11.2,15,3.55
752,8/3/2017 11:30,10.2,11.2,15,3.55
753,8/3/2017 11:45,10.2,11.2,15,3.55
754,8/3/2017 12:00,10.2,11.2,15,3.55
755,8/3/2017 12:15,10.2,10.8,15,3.55
756,8/3/2017 12:30,10.2,10.8,15,3.55
757,8/3/2017 12:45,10.2,10.8,15,3.55
758,8/3/2017 13:00,10.2,11.2,15,3.55
759,8/3/2017 13:15,10.2,11.5,15,3.55
760,8/3/2017 13:30,10.2,12.1,15,3.55
