Report Date:,10/23/2017 1:06:20 PM
Report User Name:,fieldtech
Report Computer Name:,NREL-F1KAMPF
Application:,WinSitu.exe
Application Version:,5.6.24.4


Log File Properties
File Name,Stream_level_Append_2017-10-22_15-43-06-144.wsl
Create Date,10/22/2017 3:43:06 PM

Device Properties
Device,Rugged TROLL 100
Site,Dry_Creek
Device Name, 
Serial Number,351998
Firmware Version,1.02
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,24

Log Configuration
,Log Name,Stream_level
,Created By,fieldtech
,Computer Name,NREL-F1KAMPF
,Application,WinSitu.exe
,Application Version,5.6.24.4
,Create Date,9/18/2016 4:11:05 PM Mountain Standard Time (Ignore DST)
,Log Setup Time Zone,Unknown
,Notes Size(bytes),4096
,Overwrite when full,Enabled
,Scheduled Start Time,9/18/2016 5:00:00 PM Mountain Standard Time (Ignore DST)
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00





Other Log Settings
,Depth of Probe:,25.8764 (ft)
,Head Pressure:,11.2069 (PSI)
,Temperature:,12.6302 (C)



Log Notes:
Date and Time,Note
9/18/2016 4:11:11 PM  ,Used Battery: 24% Used Memory: 6%   User Name: fieldtech
10/18/2016 11:51:10 AM,Log Download - Used Battery: 24% Used Memory: 6%   User Name: fieldtech
11/10/2016 3:41:05 PM ,Log Download - Used Battery: 25% Used Memory: 9%   User Name: fieldtech Interval -  Start Time: 10/18/2016 11:45:00 AM
1/26/2017 1:15:44 PM  ,Log Download - Used Battery: 26% Used Memory: 15%   User Name: fieldtech Interval -  Start Time: 11/10/2016 3:30:00 PM
4/6/2017 6:15:00 PM   ,Log Download - Used Battery: 28% Used Memory: 18%   User Name: fieldtech Interval -  Start Time: 1/26/2017 1:15:00 PM
5/4/2017 1:41:29 PM   ,Log Download - Used Battery: 29% Used Memory: 21%   User Name: fieldtech Interval -  Start Time: 4/6/2017 6:15:00 PM
6/7/2017 3:35:33 PM   ,Log Download - Used Battery: 29% Used Memory: 25%   User Name: fieldtech Interval -  Start Time: 5/4/2017 1:30:00 PM
7/7/2017 1:23:31 PM   ,Log Download - Used Battery: 30% Used Memory: 25%   User Name: fieldtech Interval -  Start Time: 6/7/2017 3:30:00 PM
8/3/2017 1:38:45 PM   ,Log Download - Used Battery: 31% Used Memory: 28%   User Name: fieldtech Interval -  Start Time: 7/7/2017 1:15:00 PM
9/8/2017 1:08:22 PM   ,Log Download - Used Battery: 31% Used Memory: 31%   User Name: fieldtech Interval -  Start Time: 8/3/2017 1:30:00 PM
9/27/2017 1:54:38 PM  ,Log Download - Used Battery: 32% Used Memory: 31%   User Name: fieldtech Interval -  Start Time: 9/8/2017 1:00:00 PM
10/22/2017 4:44:48 PM ,Log Download - Used Battery: 32% Used Memory: 34%   User Name: fieldtech Interval -  Start Time: 9/27/2017 1:45:00 PM


Log Data:
Record Count,38303

Sensors,1

 ,1,351998,Pressure/Temp PSIA (9m/30ft)

Time Zone: Mountain Standard Time (Ignore DST)

,,Sensor: Pres(A) 30ft          ,Sensor: Pres(A) 30ft          ,
9/19/2016 3:15:00 AM  ,   36900.000,                        11.322,                         8.717,
9/19/2016 3:30:00 AM  ,   37800.000,                        11.323,                         8.665,
9/19/2016 3:45:00 AM  ,   38700.000,                        11.323,                         8.613,
9/19/2016 4:00:00 AM  ,   39600.000,                        11.326,                         8.613,
9/19/2016 4:15:00 AM  ,   40500.000,                        11.326,                         8.561,
9/19/2016 4:30:00 AM  ,   41400.000,                        11.326,                         8.509,
9/19/2016 4:45:00 AM  ,   42300.000,                        11.330,                         8.457,
9/19/2016 5:00:00 AM  ,   43200.000,                        11.327,                         8.457,
9/19/2016 5:15:00 AM  ,   44100.000,                        11.331,                         8.405,
9/19/2016 5:30:00 AM  ,   45000.000,                        11.330,                         8.405,
9/19/2016 5:45:00 AM  ,   45900.000,                        11.332,                         8.352,
9/19/2016 6:00:00 AM  ,   46800.000,                        11.334,                         8.352,
9/19/2016 6:15:00 AM  ,   47700.000,                        11.333,                         8.300,
9/19/2016 6:30:00 AM  ,   48600.000,                        11.335,                         8.300,
9/19/2016 6:45:00 AM  ,   49500.000,                        11.339,                         8.248,
9/19/2016 7:00:00 AM  ,   50400.000,                        11.337,                         8.300,
9/19/2016 7:15:00 AM  ,   51300.000,                        11.340,                         8.300,
9/19/2016 7:30:00 AM  ,   52200.000,                        11.341,                         8.300,
9/19/2016 7:45:00 AM  ,   53100.000,                        11.347,                         8.300,
9/19/2016 8:00:00 AM  ,   54000.000,                        11.349,                         8.352,
9/19/2016 8:15:00 AM  ,   54900.000,                        11.350,                         8.457,
9/19/2016 8:30:00 AM  ,   55800.000,                        11.354,                         8.509,
9/19/2016 8:45:00 AM  ,   56700.000,                        11.354,                         8.613,
9/19/2016 9:00:00 AM  ,   57600.000,                        11.355,                         8.665,
9/19/2016 9:15:00 AM  ,   58500.000,                        11.358,                         8.821,
9/19/2016 9:30:00 AM  ,   59400.000,                        11.357,                         8.873,
9/19/2016 9:45:00 AM  ,   60300.000,                        11.353,                         8.976,
9/19/2016 10:00:00 AM ,   61200.000,                        11.356,                         9.080,
9/19/2016 10:15:00 AM ,   62100.000,                        11.354,                         9.236,
9/19/2016 10:30:00 AM ,   63000.000,                        11.349,                         9.339,
9/19/2016 10:45:00 AM ,   63900.000,                        11.345,                         9.495,
9/19/2016 11:00:00 AM ,   64800.000,                        11.342,                         9.702,
9/19/2016 11:15:00 AM ,   65700.000,                        11.337,                         9.909,
9/19/2016 11:30:00 AM ,   66600.000,                        11.336,                        10.115,
9/19/2016 11:45:00 AM ,   67500.000,                        11.339,                        10.270,
9/19/2016 12:00:00 PM ,   68400.000,                        11.334,                        10.373,
9/19/2016 12:15:00 PM ,   69300.000,                        11.333,                        10.425,
9/19/2016 12:30:00 PM ,   70200.000,                        11.336,                        10.528,
9/19/2016 12:45:00 PM ,   71100.000,                        11.332,                        10.734,
9/19/2016 1:00:00 PM  ,   72000.000,                        11.334,                        10.940,
9/19/2016 1:15:00 PM  ,   72900.000,                        11.332,                        10.991,
9/19/2016 1:30:00 PM  ,   73800.000,                        11.323,                        11.094,
9/19/2016 1:45:00 PM  ,   74700.000,                        11.319,                        11.145,
9/19/2016 2:00:00 PM  ,   75600.000,                        11.322,                        11.145,
9/19/2016 2:15:00 PM  ,   76500.000,                        11.322,                        11.145,
9/19/2016 2:30:00 PM  ,   77400.000,                        11.319,                        11.145,
9/19/2016 2:45:00 PM  ,   78300.000,                        11.321,                        11.094,
9/19/2016 3:00:00 PM  ,   79200.000,                        11.318,                        11.094,
9/19/2016 3:15:00 PM  ,   80100.000,                        11.316,                        11.145,
9/19/2016 3:30:00 PM  ,   81000.000,                        11.314,                        11.043,
9/19/2016 3:45:00 PM  ,   81900.000,                        11.315,                        10.991,
9/19/2016 4:00:00 PM  ,   82800.000,                        11.314,                        10.786,
9/19/2016 4:15:00 PM  ,   83700.000,                        11.312,                        10.786,
9/19/2016 4:30:00 PM  ,   84600.000,                        11.307,                        10.631,
9/19/2016 4:45:00 PM  ,   85500.000,                        11.304,                        10.580,
9/19/2016 5:00:00 PM  ,   86400.000,                        11.303,                        10.528,
9/19/2016 5:15:00 PM  ,   87300.000,                        11.306,                        10.425,
9/19/2016 5:30:00 PM  ,   88200.000,                        11.306,                        10.322,
9/19/2016 5:45:00 PM  ,   89100.000,                        11.306,                        10.270,
9/19/2016 6:00:00 PM  ,   90000.000,                        11.305,                        10.219,
9/19/2016 6:15:00 PM  ,   90900.000,                        11.302,                        10.115,
9/19/2016 6:30:00 PM  ,   91800.000,                        11.304,                        10.064,
9/19/2016 6:45:00 PM  ,   92700.000,                        11.309,                        10.012,
9/19/2016 7:00:00 PM  ,   93600.000,                        11.308,                         9.960,
9/19/2016 7:15:00 PM  ,   94500.000,                        11.312,                         9.857,
9/19/2016 7:30:00 PM  ,   95400.000,                        11.317,                         9.857,
9/19/2016 7:45:00 PM  ,   96300.000,                        11.317,                         9.805,
9/19/2016 8:00:00 PM  ,   97200.000,                        11.321,                         9.702,
9/19/2016 8:15:00 PM  ,   98100.000,                        11.319,                         9.650,
9/19/2016 8:30:00 PM  ,   99000.000,                        11.319,                         9.650,
9/19/2016 8:45:00 PM  ,   99900.000,                        11.323,                         9.598,
9/19/2016 9:00:00 PM  ,  100800.000,                        11.332,                         9.547,
9/19/2016 9:15:00 PM  ,  101700.000,                        11.328,                         9.495,
9/19/2016 9:30:00 PM  ,  102600.000,                        11.335,                         9.391,
9/19/2016 9:45:00 PM  ,  103500.000,                        11.333,                         9.339,
9/19/2016 10:00:00 PM ,  104400.000,                        11.331,                         9.288,
9/19/2016 10:15:00 PM ,  105300.000,                        11.336,                         9.236,
9/19/2016 10:30:00 PM ,  106200.000,                        11.336,                         9.184,
9/19/2016 10:45:00 PM ,  107100.000,                        11.331,                         9.132,
9/19/2016 11:00:00 PM ,  108000.000,                        11.331,                         9.132,
9/19/2016 11:15:00 PM ,  108900.000,                        11.332,                         9.028,
9/19/2016 11:30:00 PM ,  109800.000,                        11.331,                         8.976,
9/19/2016 11:45:00 PM ,  110700.000,                        11.332,                         8.924,
9/20/2016 12:00:00 AM ,  111600.000,                        11.331,                         8.873,
9/20/2016 12:15:00 AM ,  112500.000,                        11.331,                         8.873,
9/20/2016 12:30:00 AM ,  113400.000,                        11.328,                         8.821,
9/20/2016 12:45:00 AM ,  114300.000,                        11.330,                         8.769,
9/20/2016 1:00:00 AM  ,  115200.000,                        11.330,                         8.717,
9/20/2016 1:15:00 AM  ,  116100.000,                        11.329,                         8.717,
9/20/2016 1:30:00 AM  ,  117000.000,                        11.323,                         8.665,
9/20/2016 1:45:00 AM  ,  117900.000,                        11.327,                         8.613,
9/20/2016 2:00:00 AM  ,  118800.000,                        11.326,                         8.613,
9/20/2016 2:15:00 AM  ,  119700.000,                        11.327,                         8.561,
9/20/2016 2:30:00 AM  ,  120600.000,                        11.323,                         8.561,
9/20/2016 2:45:00 AM  ,  121500.000,                        11.327,                         8.509,
9/20/2016 3:00:00 AM  ,  122400.000,                        11.323,                         8.457,
9/20/2016 3:15:00 AM  ,  123300.000,                        11.325,                         8.457,
9/20/2016 3:30:00 AM  ,  124200.000,                        11.327,                         8.457,
9/20/2016 3:45:00 AM  ,  125100.000,                        11.331,                         8.457,
9/20/2016 4:00:00 AM  ,  126000.000,                        11.328,                         8.405,
9/20/2016 4:15:00 AM  ,  126900.000,                        11.327,                         8.405,
9/20/2016 4:30:00 AM  ,  127800.000,                        11.335,                         8.405,
9/20/2016 4:45:00 AM  ,  128700.000,                        11.335,                         8.405,
9/20/2016 5:00:00 AM  ,  129600.000,                        11.333,                         8.352,
9/20/2016 5:15:00 AM  ,  130500.000,                        11.337,                         8.405,
9/20/2016 5:30:00 AM  ,  131400.000,                        11.337,                         8.352,
9/20/2016 5:45:00 AM  ,  132300.000,                        11.337,                         8.405,
9/20/2016 6:00:00 AM  ,  133200.000,                        11.337,                         8.352,
9/20/2016 6:15:00 AM  ,  134100.000,                        11.342,                         8.352,
9/20/2016 6:30:00 AM  ,  135000.000,                        11.341,                         8.352,
9/20/2016 6:45:00 AM  ,  135900.000,                        11.341,                         8.352,
9/20/2016 7:00:00 AM  ,  136800.000,                        11.342,                         8.352,
9/20/2016 7:15:00 AM  ,  137700.000,                        11.345,                         8.405,
9/20/2016 7:30:00 AM  ,  138600.000,                        11.346,                         8.405,
9/20/2016 7:45:00 AM  ,  139500.000,                        11.350,                         8.405,
9/20/2016 8:00:00 AM  ,  140400.000,                        11.348,                         8.457,
9/20/2016 8:15:00 AM  ,  141300.000,                        11.349,                         8.509,
9/20/2016 8:30:00 AM  ,  142200.000,                        11.349,                         8.561,
9/20/2016 8:45:00 AM  ,  143100.000,                        11.343,                         8.665,
9/20/2016 9:00:00 AM  ,  144000.000,                        11.343,                         8.717,
9/20/2016 9:15:00 AM  ,  144900.000,                        11.340,                         8.821,
9/20/2016 9:30:00 AM  ,  145800.000,                        11.342,                         8.873,
9/20/2016 9:45:00 AM  ,  146700.000,                        11.342,                         8.924,
9/20/2016 10:00:00 AM ,  147600.000,                        11.344,                         8.976,
9/20/2016 10:15:00 AM ,  148500.000,                        11.341,                         9.080,
9/20/2016 10:30:00 AM ,  149400.000,                        11.343,                         9.132,
9/20/2016 10:45:00 AM ,  150300.000,                        11.344,                         9.236,
9/20/2016 11:00:00 AM ,  151200.000,                        11.340,                         9.339,
9/20/2016 11:15:00 AM ,  152100.000,                        11.338,                         9.443,
9/20/2016 11:30:00 AM ,  153000.000,                        11.341,                         9.547,
9/20/2016 11:45:00 AM ,  153900.000,                        11.334,                         9.650,
9/20/2016 12:00:00 PM ,  154800.000,                        11.333,                         9.702,
9/20/2016 12:15:00 PM ,  155700.000,                        11.335,                         9.754,
9/20/2016 12:30:00 PM ,  156600.000,                        11.329,                         9.857,
9/20/2016 12:45:00 PM ,  157500.000,                        11.325,                         9.909,
9/20/2016 1:00:00 PM  ,  158400.000,                        11.325,                         9.960,
9/20/2016 1:15:00 PM  ,  159300.000,                        11.320,                        10.064,
9/20/2016 1:30:00 PM  ,  160200.000,                        11.317,                        10.115,
9/20/2016 1:45:00 PM  ,  161100.000,                        11.316,                        10.167,
9/20/2016 2:00:00 PM  ,  162000.000,                        11.313,                        10.322,
9/20/2016 2:15:00 PM  ,  162900.000,                        11.311,                        10.425,
9/20/2016 2:30:00 PM  ,  163800.000,                        11.310,                        10.425,
9/20/2016 2:45:00 PM  ,  164700.000,                        11.305,                        10.477,
9/20/2016 3:00:00 PM  ,  165600.000,                        11.304,                        10.477,
9/20/2016 3:15:00 PM  ,  166500.000,                        11.300,                        10.477,
9/20/2016 3:30:00 PM  ,  167400.000,                        11.298,                        10.528,
9/20/2016 3:45:00 PM  ,  168300.000,                        11.298,                        10.528,
9/20/2016 4:00:00 PM  ,  169200.000,                        11.300,                        10.477,
9/20/2016 4:15:00 PM  ,  170100.000,                        11.299,                        10.477,
9/20/2016 4:30:00 PM  ,  171000.000,                        11.299,                        10.373,
9/20/2016 4:45:00 PM  ,  171900.000,                        11.296,                        10.373,
9/20/2016 5:00:00 PM  ,  172800.000,                        11.297,                        10.322,
9/20/2016 5:15:00 PM  ,  173700.000,                        11.299,                        10.322,
9/20/2016 5:30:00 PM  ,  174600.000,                        11.298,                        10.219,
9/20/2016 5:45:00 PM  ,  175500.000,                        11.298,                        10.219,
9/20/2016 6:00:00 PM  ,  176400.000,                        11.301,                        10.167,
9/20/2016 6:15:00 PM  ,  177300.000,                        11.299,                        10.115,
9/20/2016 6:30:00 PM  ,  178200.000,                        11.300,                        10.064,
9/20/2016 6:45:00 PM  ,  179100.000,                        11.297,                        10.012,
9/20/2016 7:00:00 PM  ,  180000.000,                        11.299,                         9.960,
9/20/2016 7:15:00 PM  ,  180900.000,                        11.300,                         9.909,
9/20/2016 7:30:00 PM  ,  181800.000,                        11.298,                         9.857,
9/20/2016 7:45:00 PM  ,  182700.000,                        11.296,                         9.805,
9/20/2016 8:00:00 PM  ,  183600.000,                        11.301,                         9.805,
9/20/2016 8:15:00 PM  ,  184500.000,                        11.304,                         9.805,
9/20/2016 8:30:00 PM  ,  185400.000,                        11.303,                         9.754,
9/20/2016 8:45:00 PM  ,  186300.000,                        11.302,                         9.754,
9/20/2016 9:00:00 PM  ,  187200.000,                        11.305,                         9.754,
9/20/2016 9:15:00 PM  ,  188100.000,                        11.304,                         9.702,
9/20/2016 9:30:00 PM  ,  189000.000,                        11.304,                         9.650,
9/20/2016 9:45:00 PM  ,  189900.000,                        11.308,                         9.650,
9/20/2016 10:00:00 PM ,  190800.000,                        11.304,                         9.598,
9/20/2016 10:15:00 PM ,  191700.000,                        11.303,                         9.547,
9/20/2016 10:30:00 PM ,  192600.000,                        11.304,                         9.443,
9/20/2016 10:45:00 PM ,  193500.000,                        11.302,                         9.443,
9/20/2016 11:00:00 PM ,  194400.000,                        11.303,                         9.391,
9/20/2016 11:15:00 PM ,  195300.000,                        11.301,                         9.391,
9/20/2016 11:30:00 PM ,  196200.000,                        11.305,                         9.339,
9/20/2016 11:45:00 PM ,  197100.000,                        11.301,                         9.236,
9/21/2016 12:00:00 AM ,  198000.000,                        11.299,                         9.236,
9/21/2016 12:15:00 AM ,  198900.000,                        11.302,                         9.184,
9/21/2016 12:30:00 AM ,  199800.000,                        11.298,                         9.184,
9/21/2016 12:45:00 AM ,  200700.000,                        11.300,                         9.132,
9/21/2016 1:00:00 AM  ,  201600.000,                        11.298,                         9.184,
9/21/2016 1:15:00 AM  ,  202500.000,                        11.296,                         9.184,
9/21/2016 1:30:00 AM  ,  203400.000,                        11.295,                         9.184,
9/21/2016 1:45:00 AM  ,  204300.000,                        11.293,                         9.184,
9/21/2016 2:00:00 AM  ,  205200.000,                        11.301,                         9.236,
9/21/2016 2:15:00 AM  ,  206100.000,                        11.296,                         9.288,
9/21/2016 2:30:00 AM  ,  207000.000,                        11.295,                         9.288,
9/21/2016 2:45:00 AM  ,  207900.000,                        11.297,                         9.339,
9/21/2016 3:00:00 AM  ,  208800.000,                        11.295,                         9.391,
9/21/2016 3:15:00 AM  ,  209700.000,                        11.292,                         9.391,
9/21/2016 3:30:00 AM  ,  210600.000,                        11.290,                         9.391,
9/21/2016 3:45:00 AM  ,  211500.000,                        11.289,                         9.391,
9/21/2016 4:00:00 AM  ,  212400.000,                        11.288,                         9.391,
9/21/2016 4:15:00 AM  ,  213300.000,                        11.290,                         9.391,
9/21/2016 4:30:00 AM  ,  214200.000,                        11.286,                         9.391,
9/21/2016 4:45:00 AM  ,  215100.000,                        11.287,                         9.391,
9/21/2016 5:00:00 AM  ,  216000.000,                        11.291,                         9.391,
9/21/2016 5:15:00 AM  ,  216900.000,                        11.289,                         9.391,
9/21/2016 5:30:00 AM  ,  217800.000,                        11.287,                         9.443,
9/21/2016 5:45:00 AM  ,  218700.000,                        11.291,                         9.443,
9/21/2016 6:00:00 AM  ,  219600.000,                        11.294,                         9.443,
9/21/2016 6:15:00 AM  ,  220500.000,                        11.292,                         9.443,
9/21/2016 6:30:00 AM  ,  221400.000,                        11.294,                         9.443,
9/21/2016 6:45:00 AM  ,  222300.000,                        11.296,                         9.391,
9/21/2016 7:00:00 AM  ,  223200.000,                        11.295,                         9.391,
9/21/2016 7:15:00 AM  ,  224100.000,                        11.286,                         9.443,
9/21/2016 7:30:00 AM  ,  225000.000,                        11.291,                         9.443,
9/21/2016 7:45:00 AM  ,  225900.000,                        11.291,                         9.443,
9/21/2016 8:00:00 AM  ,  226800.000,                        11.292,                         9.495,
9/21/2016 8:15:00 AM  ,  227700.000,                        11.299,                         9.495,
9/21/2016 8:30:00 AM  ,  228600.000,                        11.297,                         9.547,
9/21/2016 8:45:00 AM  ,  229500.000,                        11.296,                         9.598,
9/21/2016 9:00:00 AM  ,  230400.000,                        11.298,                         9.598,
9/21/2016 9:15:00 AM  ,  231300.000,                        11.297,                         9.650,
9/21/2016 9:30:00 AM  ,  232200.000,                        11.298,                         9.754,
9/21/2016 9:45:00 AM  ,  233100.000,                        11.292,                         9.805,
9/21/2016 10:00:00 AM ,  234000.000,                        11.294,                         9.857,
9/21/2016 10:15:00 AM ,  234900.000,                        11.301,                         9.909,
9/21/2016 10:30:00 AM ,  235800.000,                        11.298,                         9.960,
9/21/2016 10:45:00 AM ,  236700.000,                        11.296,                        10.012,
9/21/2016 11:00:00 AM ,  237600.000,                        11.295,                        10.064,
9/21/2016 11:15:00 AM ,  238500.000,                        11.292,                        10.167,
9/21/2016 11:30:00 AM ,  239400.000,                        11.288,                        10.219,
9/21/2016 11:45:00 AM ,  240300.000,                        11.289,                        10.322,
9/21/2016 12:00:00 PM ,  241200.000,                        11.291,                        10.322,
9/21/2016 12:15:00 PM ,  242100.000,                        11.291,                        10.322,
9/21/2016 12:30:00 PM ,  243000.000,                        11.288,                        10.270,
9/21/2016 12:45:00 PM ,  243900.000,                        11.286,                        10.219,
9/21/2016 1:00:00 PM  ,  244800.000,                        11.279,                        10.580,
9/21/2016 1:15:00 PM  ,  245700.000,                        11.283,                        10.528,
9/21/2016 1:30:00 PM  ,  246600.000,                        11.275,                        10.528,
9/21/2016 1:45:00 PM  ,  247500.000,                        11.271,                        10.528,
9/21/2016 2:00:00 PM  ,  248400.000,                        11.275,                        10.425,
9/21/2016 2:15:00 PM  ,  249300.000,                        11.273,                        10.322,
9/21/2016 2:30:00 PM  ,  250200.000,                        11.274,                        10.322,
9/21/2016 2:45:00 PM  ,  251100.000,                        11.274,                        10.322,
9/21/2016 3:00:00 PM  ,  252000.000,                        11.268,                        10.322,
9/21/2016 3:15:00 PM  ,  252900.000,                        11.273,                        10.322,
9/21/2016 3:30:00 PM  ,  253800.000,                        11.269,                        10.373,
9/21/2016 3:45:00 PM  ,  254700.000,                        11.272,                        10.425,
9/21/2016 4:00:00 PM  ,  255600.000,                        11.277,                        10.425,
9/21/2016 4:15:00 PM  ,  256500.000,                        11.268,                        10.477,
9/21/2016 4:30:00 PM  ,  257400.000,                        11.271,                        10.528,
9/21/2016 4:45:00 PM  ,  258300.000,                        11.270,                        10.477,
9/21/2016 5:00:00 PM  ,  259200.000,                        11.266,                        10.425,
9/21/2016 5:15:00 PM  ,  260100.000,                        11.266,                        10.425,
9/21/2016 5:30:00 PM  ,  261000.000,                        11.266,                        10.373,
9/21/2016 5:45:00 PM  ,  261900.000,                        11.271,                        10.322,
